MacroPlot.Name,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPO 31,6/16/2024 12:56:58 PM,,,,,,,,,,,,,Hillyard; Gilmore; Lalor,Tumicki,,,,,,True,
PIPO 31,6/16/2024 12:56:58 PM,1,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 31,6/16/2024 12:56:58 PM,2,L,,,,,,,,,,,,,,,,,ELEL,,
PIPO 31,6/16/2024 12:56:58 PM,3,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 31,6/16/2024 12:56:58 PM,4,L,,,,,,,,,,,,,,,,,LAEU,,
PIPO 31,6/16/2024 12:56:58 PM,5,L,,,,,,,,,,,,,,,,,AXXX,,
PIPO 31,6/16/2024 12:56:58 PM,6,L,,,,,,,,,,,,,,,,,CHFE,,
PIPO 31,6/16/2024 12:56:58 PM,7,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 31,6/16/2024 12:56:58 PM,8,L,,,,,,,,,,,,,,,,,ESVI,,
PIPO 31,6/16/2024 12:56:58 PM,9,L,,,,,,,,,,,,,,,,,OPXX,,
PIPO 31,6/16/2024 12:56:58 PM,10,L,,,,,,,,,,,,,,,,,SCLI,,
PIPO 31,6/16/2024 12:56:58 PM,11,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 31,6/16/2024 12:56:58 PM,12,L,,,,,,,,,,,,,,,,,PUST,,
PIPO 31,6/16/2024 12:56:58 PM,13,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 31,6/16/2024 12:56:58 PM,14,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 31,6/16/2024 12:56:58 PM,15,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 31,6/16/2024 12:56:58 PM,16,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 31,6/16/2024 12:56:58 PM,17,L,,,,,,,,,,,,,,,,,GUSA,,
PIPO 31,6/16/2024 12:56:58 PM,18,L,,,,,,,,,,,,,,,,,ARTR,,
PIPO 31,6/16/2024 12:56:58 PM,19,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 31,6/16/2024 12:56:58 PM,20,L,,,,,,,,,,,,,,,,,ERDI,,
PIPO 31,6/16/2024 12:56:58 PM,21,L,,,,,,,,,,,,,,,,,BOGR,,
PIPO 36,6/15/2024 1:00:20 PM,,,,,,,,,,,,,Lalor; Tumicki,Tumicki,,,,,,True,
PIPO 36,6/15/2024 1:00:20 PM,1,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 36,6/15/2024 1:00:20 PM,2,L,,,,,,,,,,,,,,,,,THFE,,
PIPO 36,6/15/2024 1:00:20 PM,3,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 36,6/15/2024 1:00:20 PM,4,L,,,,,,,,,,,,,,,,,ANPA,,
PIPO 36,6/15/2024 1:00:20 PM,5,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 36,6/15/2024 1:00:20 PM,6,L,,,,,,,,,,,,,,,,,LILE,,
PIPO 36,6/15/2024 1:00:20 PM,7,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 36,6/15/2024 1:00:20 PM,8,L,,,,,,,,,,,,,,,,,CRXX,,
PIPO 36,6/15/2024 1:00:20 PM,9,L,,,,,,,,,,,,,,,,,IPAG,,
PIPO 36,6/15/2024 1:00:20 PM,10,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 36,6/15/2024 1:00:20 PM,11,L,,,,,,,,,,,,,,,,,VIAM,,
PIPO 36,6/15/2024 1:00:20 PM,12,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 36,6/15/2024 1:00:20 PM,13,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 36,6/15/2024 1:00:20 PM,14,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 36,6/15/2024 1:00:20 PM,15,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 30,6/15/2024 12:55:12 PM,,,,,,,,,,,,,Lalor; Gilmore,Tumicki,,,,,,True,
PIPO 30,6/15/2024 12:55:12 PM,1,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 30,6/15/2024 12:55:12 PM,2,L,,,,,,,,,,,,,,,,,CHFE,,
PIPO 30,6/15/2024 12:55:12 PM,3,L,,,,,,,,,,,,,,,,,SPPA,,
PIPO 30,6/15/2024 12:55:12 PM,4,L,,,,,,,,,,,,,,,,,LOWR,,
PIPO 30,6/15/2024 12:55:12 PM,5,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 30,6/15/2024 12:55:12 PM,6,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 30,6/15/2024 12:55:12 PM,7,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 30,6/15/2024 12:55:12 PM,8,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 30,6/15/2024 12:55:12 PM,9,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 30,6/15/2024 12:55:12 PM,10,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 30,6/15/2024 12:55:12 PM,11,L,,,,,,,,,,,,,,,,,ACHY,,
PIPO 30,6/15/2024 12:55:12 PM,12,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 30,6/15/2024 12:55:12 PM,13,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 30,6/15/2024 12:55:12 PM,14,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 30,6/15/2024 12:55:12 PM,15,L,,,,,,,,,,,,,,,,,GADI,,
PIPO 39,6/16/2024 1:03:37 PM,,,,,,,,,,,,,Brannfors; Handforth; Gilmore,Tumicki,,,,,,False,
PIPO 39,6/16/2024 1:03:37 PM,,,,,,,,,,,,,,,,,,,,True,
PIPO 39,6/16/2024 1:03:37 PM,1,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 39,6/16/2024 1:03:37 PM,2,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 39,6/16/2024 1:03:37 PM,3,L,,,,,,,,,,,,,,,,,SCLI,,
PIPO 39,6/16/2024 1:03:37 PM,4,L,,,,,,,,,,,,,,,,,ASAS,,
PIPO 39,6/16/2024 1:03:37 PM,5,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 39,6/16/2024 1:03:37 PM,6,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 39,6/16/2024 1:03:37 PM,7,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 39,6/16/2024 1:03:37 PM,8,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 39,6/16/2024 1:03:37 PM,9,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 39,6/16/2024 1:03:37 PM,10,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 39,6/16/2024 1:03:37 PM,11,L,,,,,,,,,,,,,,,,,BRGR,,
PIPO 39,6/16/2024 1:03:37 PM,12,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 39,6/16/2024 1:03:37 PM,13,L,,,,,,,,,,,,,,,,,EUBR,,
PIPO 39,6/16/2024 1:03:37 PM,14,L,,,,,,,,,,,,,,,,,HIFE,,
PIPO 39,6/16/2024 1:03:37 PM,15,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 39,6/16/2024 1:03:37 PM,16,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 39,6/16/2024 1:03:37 PM,17,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 39,6/16/2024 1:03:37 PM,18,L,,,,,,,,,,,,,,,,,HYFI,,
PIPO 39,6/16/2024 1:03:37 PM,19,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 39,6/16/2024 1:03:37 PM,20,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 39,6/16/2024 1:03:37 PM,21,L,,,,,,,,,,,,,,,,,LIMU,,
PIPO 39,6/16/2024 1:03:37 PM,22,L,,,,,,,,,,,,,,,,,CHFE,,
PIPO 39,6/16/2024 1:03:37 PM,23,L,,,,,,,,,,,,,,,,,CHER,,
PIPO 39,6/16/2024 1:03:37 PM,24,L,,,,,,,,,,,,,,,,,CANU,,
PIPO 39,6/16/2024 1:03:37 PM,25,L,,,,,,,,,,,,,,,,,JUOS,,
PIPO 39,6/16/2024 1:03:37 PM,26,L,,,,,,,,,,,,,,,,,TEAC,,
PIPO 39,6/16/2024 1:03:37 PM,27,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 39,6/16/2024 1:03:37 PM,28,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 39,6/16/2024 1:03:37 PM,29,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 39,6/16/2024 1:03:37 PM,30,L,,,,,,,,,,,,,,,,,GECA,,
PIPO 39,6/16/2024 1:03:37 PM,31,L,,,,,,,,,,,,,,,,,ARXX2,,
PIPO 39,6/16/2024 1:03:37 PM,32,L,,,,,,,,,,,,,,,,,BOGR,,
PIPO 39,6/16/2024 1:03:37 PM,33,L,,,,,,,,,,,,,,,,,BXXX,,
PIPO 39,6/16/2024 1:03:37 PM,34,L,,,,,,,,,,,,,,,,,ARFE,,
PIPO 33,6/14/2024 12:58:42 PM,,,,,,,,,,,,,Gilmore; Garber; Brannfors,Tumicki,,,,,,True,
PIPO 33,6/14/2024 12:58:42 PM,1,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 33,6/14/2024 12:58:42 PM,2,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 33,6/14/2024 12:58:42 PM,3,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 33,6/14/2024 12:58:42 PM,4,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 33,6/14/2024 12:58:42 PM,5,L,,,,,,,,,,,,,,,,,SCLI,,
PIPO 33,6/14/2024 12:58:42 PM,6,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 33,6/14/2024 12:58:42 PM,7,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 33,6/14/2024 12:58:42 PM,8,L,,,,,,,,,,,,,,,,,ERDI,,
PIPO 33,6/14/2024 12:58:42 PM,9,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 33,6/14/2024 12:58:42 PM,10,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIPO 33,6/14/2024 12:58:42 PM,11,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 33,6/14/2024 12:58:42 PM,12,L,,,,,,,,,,,,,,,,,CHER,,
PIPO 33,6/14/2024 12:58:42 PM,13,L,,,,,,,,,,,,,,,,,HIFE,,
PIPO 33,6/14/2024 12:58:42 PM,14,L,,,,,,,,,,,,,,,,,BRGR,,
PIPO 33,6/14/2024 12:58:42 PM,15,L,,,,,,,,,,,,,,,,,OPXX,,
PIPO 33,6/14/2024 12:58:42 PM,16,L,,,,,,,,,,,,,,,,,CRXX,,
PIPO 33,6/14/2024 12:58:42 PM,17,L,,,,,,,,,,,,,,,,,LILE,,
PIPO 33,6/14/2024 12:58:42 PM,18,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 33,6/14/2024 12:58:42 PM,19,L,,,,,,,,,,,,,,,,,ANPA,,
PIPO 33,6/14/2024 12:58:42 PM,20,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 33,6/14/2024 12:58:42 PM,21,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 33,6/14/2024 12:58:42 PM,22,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 33,6/14/2024 12:58:42 PM,23,L,,,,,,,,,,,,,,,,,ESVI,,
PIPO 33,6/14/2024 12:58:42 PM,24,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 33,6/14/2024 12:58:42 PM,25,L,,,,,,,,,,,,,,,,,PEPA,,
PIPO 33,6/14/2024 12:58:42 PM,26,L,,,,,,,,,,,,,,,,,MEAR,,
PIPO 33,6/14/2024 12:58:42 PM,27,L,,,,,,,,,,,,,,,,,CHFE,,
PIPO 33,6/14/2024 12:58:42 PM,28,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 29,6/14/2024 12:43:28 PM,,,,,,,,,,,,,Lalor; Tumicki; Gilmore,Tumicki,,,,,,True,
PIPO 29,6/14/2024 12:43:28 PM,1,L,,,,,,,,,,,,,,,,,VETH,,
PIPO 29,6/14/2024 12:43:28 PM,2,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 29,6/14/2024 12:43:28 PM,3,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 29,6/14/2024 12:43:28 PM,4,L,,,,,,,,,,,,,,,,,ERNA,,
PIPO 29,6/14/2024 12:43:28 PM,5,L,,,,,,,,,,,,,,,,,TRDU,,
PIPO 29,6/14/2024 12:43:28 PM,6,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 29,6/14/2024 12:43:28 PM,7,L,,,,,,,,,,,,,,,,,CHFE,,
PIPO 29,6/14/2024 12:43:28 PM,8,L,,,,,,,,,,,,,,,,,HIFE,,
PIPO 29,6/14/2024 12:43:28 PM,9,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 29,6/14/2024 12:43:28 PM,10,L,,,,,,,,,,,,,,,,,CHER,,
PIPO 29,6/14/2024 12:43:28 PM,11,L,,,,,,,,,,,,,,,,,GUSA,,
PIPO 29,6/14/2024 12:43:28 PM,12,L,,,,,,,,,,,,,,,,,HYFI,,
PIPO 29,6/14/2024 12:43:28 PM,13,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 29,6/14/2024 12:43:28 PM,14,L,,,,,,,,,,,,,,,,,GNXX,,
PIPO 29,6/14/2024 12:43:28 PM,15,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 29,6/14/2024 12:43:28 PM,16,L,,,,,,,,,,,,,,,,,PIED,,
PIPO 29,6/14/2024 12:43:28 PM,17,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 29,6/14/2024 12:43:28 PM,18,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 29,6/14/2024 12:43:28 PM,19,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 29,6/14/2024 12:43:28 PM,20,L,,,,,,,,,,,,,,,,,ASAS,,
PIPO 29,6/14/2024 12:43:28 PM,21,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 29,6/14/2024 12:43:28 PM,22,L,,,,,,,,,,,,,,,,,EUBR,,
PIPO 29,6/14/2024 12:43:28 PM,23,L,,,,,,,,,,,,,,,,,SCLI,,
PIPO 29,6/14/2024 12:43:28 PM,24,L,,,,,,,,,,,,,,,,,ARXX2,,
PIPO 29,6/14/2024 12:43:28 PM,25,L,,,,,,,,,,,,,,,,,IPAG,,
PIPO 29,6/14/2024 12:43:28 PM,26,L,,,,,,,,,,,,,,,,,VEMA,,
PIPO 37,6/16/2024 1:02:01 PM,,,,,,,,,,,,,Brannfors; Tumicki,Tumicki,,,,,,True,
PIPO 37,6/16/2024 1:02:01 PM,1,L,,,,,,,,,,,,,,,,,ANSE,,
PIPO 37,6/16/2024 1:02:01 PM,2,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 37,6/16/2024 1:02:01 PM,3,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 37,6/16/2024 1:02:01 PM,4,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 37,6/16/2024 1:02:01 PM,5,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 37,6/16/2024 1:02:01 PM,6,L,,,,,,,,,,,,,,,,,ERDI,,
PIPO 37,6/16/2024 1:02:01 PM,7,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 37,6/16/2024 1:02:01 PM,8,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 37,6/16/2024 1:02:01 PM,9,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 37,6/16/2024 1:02:01 PM,10,L,,,,,,,,,,,,,,,,,PSMO,,
PIPO 37,6/16/2024 1:02:01 PM,11,L,,,,,,,,,,,,,,,,,LOWR,,
PIPO 37,6/16/2024 1:02:01 PM,12,L,,,,,,,,,,,,,,,,,HIFE,,
PIPO 37,6/16/2024 1:02:01 PM,13,L,,,,,,,,,,,,,,,,,PEPA,,
PIPO 37,6/16/2024 1:02:01 PM,14,L,,,,,,,,,,,,,,,,,VIAM,,
PIPO 37,6/16/2024 1:02:01 PM,15,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 37,6/16/2024 1:02:01 PM,16,L,,,,,,,,,,,,,,,,,LIMU,,
PIPO 37,6/16/2024 1:02:01 PM,17,L,,,,,,,,,,,,,,,,,MEAR,,
PIPO 37,6/16/2024 1:02:01 PM,18,L,,,,,,,,,,,,,,,,,EUBR,,
PIPO 37,6/16/2024 1:02:01 PM,19,L,,,,,,,,,,,,,,,,,VETH,,
PIPO 37,6/16/2024 1:02:01 PM,20,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 37,6/16/2024 1:02:01 PM,21,L,,,,,,,,,,,,,,,,,CRXX,,
PIPO 37,6/16/2024 1:02:01 PM,22,L,,,,,,,,,,,,,,,,,FXXX,,
PIPO 37,6/16/2024 1:02:01 PM,23,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 37,6/16/2024 1:02:01 PM,24,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 37,6/16/2024 1:02:01 PM,25,L,,,,,,,,,,,,,,,,,POXX,,
PIPO 37,6/16/2024 1:02:01 PM,26,L,,,,,,,,,,,,,,,,,CHFE,,
PIPO 37,6/16/2024 1:02:01 PM,27,L,,,,,,,,,,,,,,,,,THFE,,
PIPO 37,6/16/2024 1:02:01 PM,28,L,,,,,,,,,,,,,,,,,SCLI,,
